"[datetime.datetime(2020, 12, 10, 14, 35, 44, 985119)]",['IDL001'],[True],[923.0]
"[datetime.datetime(2020, 12, 10, 14, 49, 19, 54779)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 19, 518579)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 19, 565788)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 20, 13269)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 20, 93063)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 20, 525130)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 20, 604091)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 21, 36604)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 21, 115710)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[946.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 21, 531256)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[946.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 21, 627019)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 22, 43101)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[935.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 22, 138811)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[934.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 22, 554771)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[934.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 22, 650096)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 23, 49859)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 23, 161242)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 23, 560437)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 23, 672347)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[973.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 24, 72454)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[973.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 24, 183546)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[925.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 24, 583363)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[925.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 24, 695035)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[932.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 78822)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[932.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 174606)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 190588)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 590832)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 686128)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 25, 702181)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 101945)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 213785)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 245347)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 597562)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 740917)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 26, 772824)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 108425)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 268119)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 283926)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 315877)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 331619)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 348185)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 620062)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 27, 795876)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 28, 114985)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 28, 354502)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 28, 626324)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 28, 866066)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 29, 138309)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 29, 377884)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 29, 649670)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 29, 889193)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[953.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 30, 160473)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[953.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 30, 400511)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 30, 655991)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 30, 912193)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 31, 168238)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 31, 423985)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 31, 663413)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 31, 935171)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 46971)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 174567)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 430059)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 574068)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 686071)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 32, 942021)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 101888)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 197439)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 453739)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 644975)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 692708)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 33, 964968)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 172785)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 204552)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 476210)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 700456)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 732140)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 34, 987869)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 227976)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 243282)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 259391)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 499215)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 739409)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 35, 755351)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 27125)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 250729)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 297968)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 522109)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 746156)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 36, 825344)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 49165)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[960.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 257184)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[960.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 352798)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[960.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 560380)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 768450)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 37, 880131)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 55974)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 279973)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 407658)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 567379)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 775522)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 38, 934964)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 39, 78965)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 39, 286622)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 39, 462734)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 39, 590421)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 39, 798390)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 6335)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 101892)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 293594)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 533459)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 597109)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 40, 805058)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 61128)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 108406)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 316549)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 587970)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 620296)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 41, 828130)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 131871)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 339089)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 659356)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 674676)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 690439)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 42, 834737)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 170630)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 202300)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 345917)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 682434)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 713376)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 43, 857843)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 44, 193182)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 44, 353552)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 44, 704569)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 44, 864095)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 45, 216402)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[982.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 45, 327701)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[982.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 45, 375752)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[982.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 45, 728097)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[951.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 45, 887224)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[951.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 46, 270737)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 46, 382972)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 46, 398364)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 46, 781999)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 46, 894175)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 294042)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 405210)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 452973)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 821200)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 900403)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 47, 964302)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 48, 348941)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 48, 412835)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 48, 492627)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[938.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 48, 876201)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 48, 923726)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 49, 371451)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 49, 419586)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 49, 562944)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 49, 883328)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 49, 931034)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 75024)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 409915)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[979.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 442229)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[979.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 617947)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[979.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 937112)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[979.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 50, 968947)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 51, 449590)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 51, 464511)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 51, 960096)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 51, 992381)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 52, 455811)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 52, 503248)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 52, 966866)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 49, 53, 31273)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
