"[datetime.datetime(2020, 12, 10, 14, 35, 44, 985119)]",['IDL001'],[True],[923.0]
"[datetime.datetime(2020, 12, 10, 14, 36, 22, 662128)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 22, 677649)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 22, 917635)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 23, 172328)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 23, 189026)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 23, 667911)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 23, 716149)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 23, 972154)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 24, 179941)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[960.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 24, 227344)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[960.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 24, 690578)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 24, 739233)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 25, 202394)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 25, 250113)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 25, 697162)]","['IDL001', 'IDT002', 'IDT001']","[True, False, False]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 25, 760677)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[968.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 26, 208886)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 26, 256576)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 26, 720356)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 26, 768037)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 27, 263218)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 27, 295181)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 28, 333871)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 28, 844784)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 29, 355849)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 29, 435318)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 29, 867392)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 30, 394631)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 30, 521974)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 30, 890368)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[936.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 31, 33351)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[995.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 31, 401038)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[995.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 31, 576821)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[924.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 31, 912801)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[924.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 32, 88038)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[969.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 32, 407454)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[969.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 32, 599152)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[925.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 32, 919731)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[925.0, 23.8, -1000]"
"[datetime.datetime(2020, 12, 10, 14, 36, 32, 982615)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 33, 126989)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[993.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 33, 430909)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[993.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 33, 670560)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 33, 942264)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 34, 54136)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[932.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 34, 213531)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 34, 437742)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 34, 581338)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 34, 948926)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 35, 284373)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 35, 459622)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 35, 843072)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 35, 971046)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 36, 466593)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 36, 977795)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 37, 233451)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 37, 457036)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 37, 488566)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 37, 792769)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 37, 984215)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 38, 15814)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 38, 511999)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 38, 543469)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 39, 22523)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 39, 54576)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[993.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 39, 533665)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[993.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 39, 597323)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[924.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 40, 45812)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[924.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 40, 108877)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[971.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 40, 540570)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[971.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 40, 604133)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 41, 52021)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 41, 115528)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[959.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 41, 563651)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[959.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 41, 627328)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 42, 74666)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 42, 170137)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 42, 569778)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 42, 729819)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 66085)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 97812)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 240745)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 593149)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 608800)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 640505)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 656384)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 672750)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[976.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 43, 768739)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 120689)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 152619)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 168370)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 183781)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 280099)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 663798)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 679664)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 695328)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 711166)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 742708)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 44, 774793)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 190861)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 222125)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 302150)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 718093)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 733189)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 765384)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 780981)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 796671)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[945.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 45, 829060)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 229354)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 244571)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 356094)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 740497)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 771949)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 46, 867933)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 235790)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 331124)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 379353)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 747285)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 842316)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 47, 922221)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 258217)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 369614)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 433343)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 769299)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 896893)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 48, 976151)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 49, 264821)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 49, 424168)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 49, 776127)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 49, 967525)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 50, 287505)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 50, 495311)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 50, 798174)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 22360)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 134263)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 293540)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 549155)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 661316)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 51, 804704)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 76879)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 204158)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 316265)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 619549)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 747547)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 52, 827742)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 53, 147292)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 53, 323084)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 53, 675061)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 53, 834453)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 202626)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 362043)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 377659)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 729886)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 857308)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 889362)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 905283)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 920976)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 54, 936749)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 55, 241118)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 55, 400692)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 55, 416096)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 55, 768702)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 36, 56, 455246)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[948.0, 23.8, 23.53]"
